file,category,upstream_repository,upstream_url,upstream_path,upstream_revision,differing_lines,notice
idma/frontend/idma_reg64_1d_reg_top.sv,small,iDMA,https://github.com/pulp-platform/iDMA,target/rtl/idma_reg64_1d_reg_top.sv,v0.6.5,10,include paths adapted to this source tree; assertion includes removed (10 differing lines against the upstream version)
idma/frontend/idma_transfer_id_gen.sv,identical,iDMA,https://github.com/pulp-platform/iDMA,src/frontend/idma_transfer_id_gen.sv,picobello-tapeout..v0.7.0-src,,
idma/idma_frontend.sv,project,,,,,,project file (project header)
idma/idma_pkg.sv,identical,iDMA,https://github.com/pulp-platform/iDMA,src/idma_pkg.sv,picobello-tapeout..v0.6.5-src,,
idma/idma_top.sv,project,,,,,,project file (project header)
idma/midend/idma_mp_dist_midend.sv,include-path,iDMA,https://github.com/pulp-platform/iDMA,src/midend/idma_mp_dist_midend.sv,picobello-tapeout..v0.6.5-src,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
idma/midend/idma_mp_midend_synth.sv,include-path,iDMA,https://github.com/pulp-platform/iDMA,src/midend/idma_mp_midend_synth.sv,picobello-tapeout..v0.7.0-src,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
idma/midend/idma_mp_midend_synth_pkg.sv,identical,iDMA,https://github.com/pulp-platform/iDMA,src/midend/idma_mp_midend_synth_pkg.sv,picobello-tapeout..v0.7.0-src,,
idma/midend/idma_mp_split_midend.sv,include-path,iDMA,https://github.com/pulp-platform/iDMA,src/midend/idma_mp_split_midend.sv,picobello-tapeout..v0.6.5-src,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
idma/midend/idma_nd_midend.sv,include-path,iDMA,https://github.com/pulp-platform/iDMA,src/midend/idma_nd_midend.sv,picobello-tapeout..v0.6.5-src,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
idma/midend/idma_nd_midend_synth.sv,identical,iDMA,https://github.com/pulp-platform/iDMA,src/midend/idma_nd_midend_synth.sv,picobello-tapeout..v0.6.5-src,,
idma/midend/idma_rt_midend.sv,identical,iDMA,https://github.com/pulp-platform/iDMA,src/midend/idma_rt_midend.sv,picobello-tapeout..v0.6.5-src,,
idma/midend/idma_rt_midend_synth.sv,identical,iDMA,https://github.com/pulp-platform/iDMA,src/midend/idma_rt_midend_synth.sv,picobello-tapeout..v0.7.0-src,,
idma/midend/idma_rt_midend_synth_pkg.sv,identical,iDMA,https://github.com/pulp-platform/iDMA,src/midend/idma_rt_midend_synth_pkg.sv,picobello-tapeout..v0.7.0-src,,
include/apb/assign.svh,identical,apb,https://github.com/pulp-platform/apb,include/apb/assign.svh,v0.2.1..v0.2.4,,
include/apb/typedef.svh,medium,apb,https://github.com/pulp-platform/apb,include/apb/typedef.svh,v0.2.1,14,adapted for the PKU_2602 SoC integration (14 differing lines against the upstream version)
include/axi/assign.svh,identical,axi,https://github.com/pulp-platform/axi,include/axi/assign.svh,picobello-tapeout..yanked-v0.39.4,,
include/axi/typedef.svh,small,axi,https://github.com/pulp-platform/axi,include/axi/typedef.svh,v0.39.3,2,minor local edits (2 differing lines against the upstream version)
include/axi_llc/assign.svh,identical,axi_llc,https://github.com/pulp-platform/axi_llc,include/axi_llc/assign.svh,v0.2.1..v0.3.0,,
include/axi_llc/typedef.svh,identical,axi_llc,https://github.com/pulp-platform/axi_llc,include/axi_llc/typedef.svh,v0.2.1..v0.3.0,,
include/axi_stream/assign.svh,identical,axi_stream,https://github.com/pulp-platform/axi_stream,include/axi_stream/assign.svh,v0.1.0..v0.1.1,,
include/axi_stream/typedef.svh,identical,axi_stream,https://github.com/pulp-platform/axi_stream,include/axi_stream/typedef.svh,v0.1.0..v0.1.1,,
include/floo_noc/typedef.svh,identical,FlooNoC,https://github.com/pulp-platform/FlooNoC,hw/include/floo_noc/typedef.svh,v0.6.0..v0.6.1,,
include/idma/guard.svh,identical,iDMA,https://github.com/pulp-platform/iDMA,src/include/idma/guard.svh,picobello-tapeout..v0.7.0-src,,
include/idma/typedef.svh,identical,iDMA,https://github.com/pulp-platform/iDMA,src/include/idma/typedef.svh,picobello-tapeout..v0.6.5-src,,
include/misc_common/registers.svh,identical,common_cells,https://github.com/pulp-platform/common_cells,include/common_cells/registers.svh,v1.22.0..v1.28.0,,
include/reg/assign.svh,identical,register_interface,https://github.com/pulp-platform/register_interface,include/register_interface/assign.svh,v0.2.0..v0.3.7,,
include/reg/typedef.svh,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/include/register_interface/typedef.svh,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/addr_decode.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/addr_decode.sv,v1.32.0..v1.38.0,,
misc_common/addr_decode_dync.sv,small,common_cells,https://github.com/pulp-platform/common_cells,src/addr_decode_dync.sv,v1.32.0,8,assertion includes removed (8 differing lines against the upstream version)
misc_common/addr_decode_napot.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/addr_decode_napot.sv,v1.32.0..v1.40.0,,
misc_common/binary_to_gray.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/binary_to_gray.sv,v1.20.0..v1.40.0,,
misc_common/cb_filter.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/cb_filter.sv,v1.20.0..v1.28.0,,
misc_common/cb_filter_pkg.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/cb_filter_pkg.sv,v1.20.0..v1.40.0,,
misc_common/cc_onehot.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/cc_onehot.sv,v1.23.0..v1.40.0,,
misc_common/cdc_2phase.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/cdc_2phase.sv,v1.24.0..v1.37.0,,
misc_common/cdc_2phase_clearable.sv,medium,common_cells,https://github.com/pulp-platform/common_cells,src/cdc_2phase_clearable.sv,v1.32.0,12,adapted for the PKU_2602 SoC integration (12 differing lines against the upstream version)
misc_common/cdc_4phase.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/cdc_4phase.sv,v1.24.0..v1.40.0,,
misc_common/cdc_fifo_2phase.sv,small,common_cells,https://github.com/pulp-platform/common_cells,src/cdc_fifo_2phase.sv,v1.32.0,6,minor local edits (6 differing lines against the upstream version)
misc_common/cdc_fifo_gray.sv,small,common_cells,https://github.com/pulp-platform/common_cells,src/cdc_fifo_gray.sv,v1.32.0,4,assertion includes removed (4 differing lines against the upstream version)
misc_common/cdc_fifo_gray_clearable.sv,small,common_cells,https://github.com/pulp-platform/common_cells,src/cdc_fifo_gray_clearable.sv,v1.32.0,4,assertion includes removed (4 differing lines against the upstream version)
misc_common/cdc_reset_ctrlr.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/cdc_reset_ctrlr.sv,v1.28.0..v1.40.0,,
misc_common/cdc_reset_ctrlr_pkg.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/cdc_reset_ctrlr_pkg.sv,v1.24.0..v1.40.0,,
misc_common/cf_math_pkg.sv,medium,common_cells,https://github.com/pulp-platform/common_cells,src/cf_math_pkg.sv,v1.32.0,41,adapted for the PKU_2602 SoC integration (41 differing lines against the upstream version)
misc_common/clk_div.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/clk_div.sv,v1.20.0..v1.23.0,,
misc_common/clk_int_div.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/clk_int_div.sv,v1.30.0..v1.39.0,,
misc_common/clk_int_div_static.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/clk_int_div_static.sv,v1.30.0..v1.40.0,,
misc_common/clk_mux_glitch_free.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/clk_mux_glitch_free.sv,v1.30.0..v1.40.0,,
misc_common/cluster_clk_cells.sv,identical,cva6,https://github.com/openhwgroup/cva6,vendor/pulp-platform/tech_cells_generic/src/deprecated/cluster_clk_cells.sv,20240827.feature.interconnect..v5.3.0,,
misc_common/counter.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/counter.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/delta_counter.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/delta_counter.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/ecc_decode.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/ecc_decode.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/ecc_encode.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/ecc_encode.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/ecc_pkg.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/ecc_pkg.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/edge_detect.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/edge_detect.sv,v1.20.0..v1.40.0,,
misc_common/edge_propagator.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/edge_propagator.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/edge_propagator_rx.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/edge_propagator_rx.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/edge_propagator_tx.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/edge_propagator_tx.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/exp_backoff.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/exp_backoff.sv,v1.20.0..v1.32.0,,
misc_common/fall_through_register.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/fall_through_register.sv,v1.27.1..v1.37.0,,
misc_common/fifo_v1.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/deprecated/fifo_v1.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/fifo_v2.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/deprecated/fifo_v2.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/fifo_v3.sv,medium,common_cells,https://github.com/pulp-platform/common_cells,src/fifo_v3.sv,v1.32.0,15,adapted for the PKU_2602 SoC integration (15 differing lines against the upstream version)
misc_common/gray_to_binary.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/gray_to_binary.sv,v1.20.0..v1.40.0,,
misc_common/id_queue.sv,small,common_cells,https://github.com/pulp-platform/common_cells,src/id_queue.sv,v1.32.0,10,minor local edits (10 differing lines against the upstream version)
misc_common/isochronous_4phase_handshake.sv,include-path,common_cells,https://github.com/pulp-platform/common_cells,src/isochronous_4phase_handshake.sv,v1.23.0,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
misc_common/isochronous_spill_register.sv,include-path,common_cells,https://github.com/pulp-platform/common_cells,src/isochronous_spill_register.sv,v1.23.0,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
misc_common/lfsr.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/lfsr.sv,v1.20.0..v1.28.0,,
misc_common/lfsr_16bit.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/lfsr_16bit.sv,v1.20.0..v1.28.0,,
misc_common/lfsr_8bit.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/lfsr_8bit.sv,v1.20.0..v1.28.0,,
misc_common/lossy_valid_to_stream.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/lossy_valid_to_stream.sv,v1.30.0..v1.37.0,,
misc_common/lzc.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/lzc.sv,v1.20.0..v1.23.0,,
misc_common/max_counter.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/max_counter.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/mem_to_banks.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/mem_to_banks.sv,v1.32.0..v1.40.0,,
misc_common/mem_to_banks_detailed.sv,small,common_cells,https://github.com/pulp-platform/common_cells,src/mem_to_banks_detailed.sv,v1.32.0,4,assertion includes removed (4 differing lines against the upstream version)
misc_common/multiaddr_decode.sv,small,common_cells,https://github.com/pulp-platform/common_cells,src/multiaddr_decode.sv,v1.32.0,8,assertion includes removed (8 differing lines against the upstream version)
misc_common/mv_filter.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/mv_filter.sv,v1.20.0..v1.40.0,,
misc_common/onehot_to_bin.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/onehot_to_bin.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/passthrough_stream_fifo.sv,unidentified,,,,,,adapted for the PKU_2602 SoC integration (upstream revision not identified by content matching)
misc_common/plru_tree.sv,medium,common_cells,https://github.com/pulp-platform/common_cells,src/plru_tree.sv,v1.32.0,33,adapted for the PKU_2602 SoC integration (33 differing lines against the upstream version)
misc_common/popcount.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/popcount.sv,v1.30.0..v1.40.0,,
misc_common/pulp_clk_cells.sv,identical,cva6,https://github.com/openhwgroup/cva6,vendor/pulp-platform/tech_cells_generic/src/deprecated/pulp_clk_cells.sv,20240827.feature.interconnect..v5.3.0,,
misc_common/read.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/read.sv,v1.27.0..v1.40.0,,
misc_common/rr_arb_tree.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/rr_arb_tree.sv,v1.22.0..v1.32.0,,
misc_common/rstgen.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/rstgen.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/rstgen_bypass.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/rstgen_bypass.sv,v1.30.0..v1.32.0,,
misc_common/serial_deglitch.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/serial_deglitch.sv,v1.20.0..v1.40.0,,
misc_common/shift_reg.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/shift_reg.sv,v1.20.0..v1.28.0,,
misc_common/shift_reg_gated.sv,include-path,common_cells,https://github.com/pulp-platform/common_cells,src/shift_reg_gated.sv,v1.29.0..v1.37.0,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
misc_common/spill_register.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/spill_register.sv,v1.22.1..v1.40.0,,
misc_common/spill_register_flushable.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/spill_register_flushable.sv,v1.22.0..v1.32.0,,
misc_common/sram.sv,identical,cva6,https://github.com/openhwgroup/cva6,common/local/util/sram.sv,v5.0.0..v5.0.1,,
misc_common/stream_arbiter.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/stream_arbiter.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/stream_arbiter_flushable.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/stream_arbiter_flushable.sv,v1.19.0..v1.32.0,,
misc_common/stream_delay.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/stream_delay.sv,v1.30.0..v1.40.0,,
misc_common/stream_demux.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/stream_demux.sv,v1.19.0..v1.40.0,,
misc_common/stream_fifo.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/stream_fifo.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/stream_fifo_optimal_wrap.sv,medium,common_cells,https://github.com/pulp-platform/common_cells,src/stream_fifo_optimal_wrap.sv,v1.32.0,16,adapted for the PKU_2602 SoC integration (16 differing lines against the upstream version)
misc_common/stream_filter.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/stream_filter.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/stream_fork.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/stream_fork.sv,v1.22.0..v1.32.0,,
misc_common/stream_fork_dynamic.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/stream_fork_dynamic.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/stream_intf.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/stream_intf.sv,v1.19.0..v1.32.0,,
misc_common/stream_join.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/stream_join.sv,v1.32.0..v1.40.0,,
misc_common/stream_join_dynamic.sv,small,common_cells,https://github.com/pulp-platform/common_cells,src/stream_join_dynamic.sv,v1.32.0,3,assertion includes removed (3 differing lines against the upstream version)
misc_common/stream_mux.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/stream_mux.sv,v1.22.0..v1.32.0,,
misc_common/stream_omega_net.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/stream_omega_net.sv,v1.20.0..v1.32.0,,
misc_common/stream_register.sv,include-path,common_cells,https://github.com/pulp-platform/common_cells,src/stream_register.sv,v1.25.0..v1.37.0,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
misc_common/stream_throttle.sv,include-path,common_cells,https://github.com/pulp-platform/common_cells,src/stream_throttle.sv,v1.26.0..v1.40.0,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
misc_common/stream_to_mem.sv,include-path,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/stream_to_mem.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
misc_common/stream_xbar.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/stream_xbar.sv,v1.20.0..v1.28.0,,
misc_common/sub_per_hash.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/sub_per_hash.sv,v1.24.0..v1.40.0,,
misc_common/sync.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/sync.sv,v1.23.0,,
misc_common/sync_wedge.sv,identical,cheshire,https://github.com/pulp-platform/cheshire,vendor/pulp_register_interface/vendor/pulp_common_cells/src/sync_wedge.sv,commit c4b290d06f54 (2023-12-13) .. before 27767a8a0297 (2025-03-13),,
misc_common/tc_pwr.sv,identical,cva6,https://github.com/openhwgroup/cva6,vendor/pulp-platform/tech_cells_generic/src/tc_pwr.sv,20240827.feature.interconnect..v5.3.0,,
misc_common/tc_sram.sv,medium,tech_cells_generic,https://github.com/pulp-platform/tech_cells_generic,src/rtl/tc_sram.sv,v0.2.10,14,adapted for the PKU_2602 SoC integration (14 differing lines against the upstream version)
misc_common/tc_sram_impl.sv,identical,tech_cells_generic,https://github.com/pulp-platform/tech_cells_generic,src/rtl/tc_sram_impl.sv,v0.2.10..v0.2.14,,
misc_common/tc_sram_wrapper.sv,unidentified,,,,,,adapted for the PKU_2602 SoC integration (upstream revision not identified by content matching)
misc_common/unread.sv,identical,common_cells,https://github.com/pulp-platform/common_cells,src/unread.sv,v1.31.0..v1.40.0,,
soc_axi/apb_timer/README.md,identical,apb_timer,https://github.com/pulp-platform/apb_timer,README.md,Pulpino_v2.1..v0.1.0,,
soc_axi/apb_timer/apb_timer.sv,identical,apb_timer,https://github.com/pulp-platform/apb_timer,src/apb_timer.sv,v0.1.0,,
soc_axi/apb_timer/timer.sv,identical,apb_timer,https://github.com/pulp-platform/apb_timer,timer.sv,Pulpino_v2.1..v0.1.0,,
soc_axi/apb_uart/CHANGELOG.md,identical,apb_uart,https://github.com/pulp-platform/apb_uart,CHANGELOG.md,master..v0.2.1,,
soc_axi/apb_uart/apb_uart.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/apb_uart.sv,master..v0.2.1,,
soc_axi/apb_uart/slib_clock_div.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/slib_clock_div.sv,master..v0.2.1,,
soc_axi/apb_uart/slib_counter.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/slib_counter.sv,master..v0.2.1,,
soc_axi/apb_uart/slib_edge_detect.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/slib_edge_detect.sv,master..v0.2.1,,
soc_axi/apb_uart/slib_fifo.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/slib_fifo.sv,master..v0.2.1,,
soc_axi/apb_uart/slib_input_filter.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/slib_input_filter.sv,master..v0.2.1,,
soc_axi/apb_uart/slib_input_sync.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/slib_input_sync.sv,master..v0.2.1,,
soc_axi/apb_uart/slib_mv_filter.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/slib_mv_filter.sv,master..v0.2.1,,
soc_axi/apb_uart/uart_baudgen.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/uart_baudgen.sv,master..v0.2.1,,
soc_axi/apb_uart/uart_interrupt.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/uart_interrupt.sv,master..v0.2.1,,
soc_axi/apb_uart/uart_receiver.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/uart_receiver.sv,master..v0.2.1,,
soc_axi/apb_uart/uart_transmitter.sv,identical,apb_uart,https://github.com/pulp-platform/apb_uart,src/uart_transmitter.sv,master..v0.2.1,,
soc_axi/axi_bus/ariane_axi_pkg.sv,identical,cva6,https://github.com/openhwgroup/cva6,corev_apu/tb/ariane_axi_pkg.sv,20240827.feature.interconnect..v5.3.0,,
soc_axi/axi_bus/axi_atop_filter.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_atop_filter.sv,archive/2022-05-24_axi_llc_rebase..v0.39.3,,
soc_axi/axi_bus/axi_burst_splitter.sv,include-path,axi,https://github.com/pulp-platform/axi,src/axi_burst_splitter.sv,commit 4f44cf357725 (2025-05-31),,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
soc_axi/axi_bus/axi_bus_compare.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_bus_compare.sv,archive/2023-07-25_axi_rt-tbenz..v0.39.3,,
soc_axi/axi_bus/axi_cdc.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_cdc.sv,picobello-multicast..yanked-v0.39.4,,
soc_axi/axi_bus/axi_cdc_dst.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_cdc_dst.sv,picobello-multicast..yanked-v0.39.4,,
soc_axi/axi_bus/axi_cdc_src.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_cdc_src.sv,picobello-multicast..yanked-v0.39.4,,
soc_axi/axi_bus/axi_cut.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_cut.sv,archive/2022-05-24_axi_llc_rebase..yanked-v0.39.4,,
soc_axi/axi_bus/axi_delayer.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_delayer.sv,archive/2022-05-24_axi_llc_rebase..yanked-v0.39.4,,
soc_axi/axi_bus/axi_demux.sv,small,axi,https://github.com/pulp-platform/axi,src/axi_demux.sv,v0.39.3,1,include paths adapted to this source tree; assertion includes removed (1 differing lines against the upstream version)
soc_axi/axi_bus/axi_demux_simple.sv,small,axi,https://github.com/pulp-platform/axi,src/axi_demux_simple.sv,v0.39.3,2,include paths adapted to this source tree; assertion includes removed (2 differing lines against the upstream version)
soc_axi/axi_bus/axi_dw_converter.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_dw_converter.sv,archive/2022-05-24_axi_llc_rebase..yanked-v0.39.4,,
soc_axi/axi_bus/axi_dw_downsizer.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_dw_downsizer.sv,archive/2023-07-25_axi_rt-tbenz..v0.39.3,,
soc_axi/axi_bus/axi_dw_upsizer.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_dw_upsizer.sv,archive/2022-05-24_axi_llc_rebase..yanked-v0.39.4,,
soc_axi/axi_bus/axi_err_slv.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_err_slv.sv,archive/2022-05-24_axi_llc_rebase..yanked-v0.39.4,,
soc_axi/axi_bus/axi_fifo.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_fifo.sv,archive/2023-07-25_axi_rt-tbenz..yanked-v0.39.4,,
soc_axi/axi_bus/axi_id_prepend.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_id_prepend.sv,archive/2022-05-24_axi_llc_rebase..yanked-v0.39.4,,
soc_axi/axi_bus/axi_id_remap.sv,include-path,axi,https://github.com/pulp-platform/axi,src/axi_id_remap.sv,archive/2023-07-25_axi_rt-tbenz..yanked-v0.39.4,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
soc_axi/axi_bus/axi_id_serialize.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_id_serialize.sv,picobello-tapeout..v0.39.5,,
soc_axi/axi_bus/axi_interleaved_xbar.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_interleaved_xbar.sv,v0.39.2..v0.39.3,,
soc_axi/axi_bus/axi_intf.sv,large,axi,https://github.com/pulp-platform/axi,src/axi_intf.sv,v0.39.3,719,adapted for the PKU_2602 SoC integration (719 differing lines against the upstream version)
soc_axi/axi_bus/axi_isolate.sv,include-path,axi,https://github.com/pulp-platform/axi,src/axi_isolate.sv,archive/2023-07-25_axi_rt-tbenz..yanked-v0.39.4,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
soc_axi/axi_bus/axi_iw_converter.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_iw_converter.sv,archive/2023-07-25_axi_rt-tbenz..yanked-v0.39.4,,
soc_axi/axi_bus/axi_join.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_join.sv,archive/2022-05-24_axi_llc_rebase..yanked-v0.39.4,,
soc_axi/axi_bus/axi_lfsr.sv,identical,axi,https://github.com/pulp-platform/axi,src/axi_lfsr.sv,archive/2023-07-25_axi_rt-tbenz..yanked-v0.39.4,,
soc_axi/axi_bus/axi_lite_demux.sv,include-path,axi,https://github.com/pulp-platform/axi,src/axi_lite_demux.sv,v0.30.0..v0.31.1,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
soc_axi/axi_bus/axi_lite_dw_converter.sv,include-path,axi,https://github.com/pulp-platform/axi,src/axi_lite_dw_converter.sv,picobello-multicast..yanked-v0.39.4,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
soc_axi/axi_bus/axi_lite_from_mem.sv,include-path,axi,https://github.com/pulp-platform/axi,src/axi_lite_from_mem.sv,picobello-tapeout..yanked-v0.39.4,,include paths adapted to the flat source tree of this project (common_cells -> misc_common)
